time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2019-08-28 18:13:30.527 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,51, ,68, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,140656152,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:14:30.529 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,35, ,38, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,140656152, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:15:30.531 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,140656152,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:16:30.533 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,1, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,142502056,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:17:30.535 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,142502056,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:18:30.536 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,142502056,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:19:30.538 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,8, ,9, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,142502056,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:20:30.540 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,144382200,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:21:30.541 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,14, ,14, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,144382200,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:22:30.543 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,41, ,66, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,144382200,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:23:30.545 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,2, ,2, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,144382200,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:24:30.547 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,144382200,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:25:30.548 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,1, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,144382200,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:26:30.549 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,144382200,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:27:30.550 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,2, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,144382200,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:28:30.552 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,35, ,36, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,146159776,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:29:30.552 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,1, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,146159776,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:30:30.554 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,1, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,146159776,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:31:30.556 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,146159776,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:32:30.558 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,27, ,27, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,146159776,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:33:30.559 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,146159776,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:34:30.561 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,3, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,146159776,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:35:30.563 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,146159776, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:36:30.565 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,146159776, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:37:30.567 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,3, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,146159776,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:38:30.568 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,16, ,16, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,146159776,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:39:30.570 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,207, ,246, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,149749448,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:40:30.571 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,80, ,113, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,149749448,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:41:30.573 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,3, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,149749448,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:42:30.575 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,34, ,34, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,149749448,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:43:30.576 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,3, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,151629552,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:44:30.578 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,2, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,151629552,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:45:30.580 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,151629552,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:46:30.581 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,2, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,151629552,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:47:30.582 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,3, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,151629552,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:48:30.583 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,2, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,151629552,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:49:30.584 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,1, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,151629552,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:50:30.586 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,151629552,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:51:30.587 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,151629552,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:52:30.589 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,151629552,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:53:30.592 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,120, ,120, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,151629552,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:54:30.594 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,151629552,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:55:30.596 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,1, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,151629552,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-08-28 18:56:30.598 UTC, ,125,3175701,1904,29176,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,8599,4, ,7091, , , , , ,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1566988855844, , , , ,3145728, , , , ,1, ,3, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,151629552,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
